Year,Date,Name,Sex,Country_killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local_Foreign,Source_of_Fire,Type_of_Death,Impunity_for_Murder,Taken_Captive,Threatened,Tortured,Link
2007,19-Jan-07,Hrant Dink,Male,Turkey,Agos,Turkey,Print,Editor,"Human Rights, Politics",No,Local,Local Residents,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2007/hrant-dink.php
2007,19-Jan-07,Jean-R_my Badio,Male,Haiti,freelance,Haiti,Print,Photographer,Crime,Yes,Local,Criminal Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2007/jean-remy-badio.php
2007,15-Jan-07,Falah Khalaf al-Diyali,Male,Iraq,Al-Sa'a,Iraq,Print,Photographer,War,No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2007/falah-khalaf-al-diyali.php
umknown,on an unknown date (death disclosed February 2007),"Fesshaye ""Joshua"" Yohannes",Male,Eritrea,Setit,Eritrea,Print,Editor,Politics,No,Local,Government Officials,Dangerous Assignment,,Yes,No,"No
",https://www.cpj.org/killed/2007/fesshaye-yohannes.php
2007,5-Jan-07,Ahmed Hadi Naji,Male,Iraq,Associated Press Television News,Iraq,Television,Camera Operator,War,Yes,Local,Political Group,Murder,Yes,Yes,Unknown,"No
",https://www.cpj.org/killed/2007/ahmed-hadi-naji.php
2006,12-Dec-06,Aswan Ahmed Lutfallah,Male,Iraq,APTN,Iraq,Television,Camera Operator,War,No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/aswan-ahmed-lutfallah.php
2006,4-Dec-06,Nabil Ibrahim al-Dulaimi,Male,Iraq,Radio Dijla,Iraq,Radio,Editor,"Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/nabil-ibrahim-al-dulaimi.php
2006,30-Nov-06,Maksim Maksimov,Male,Russia,Gorod,Russia,Print,Print Reporter,"Corruption, Crime",No,Local,Government Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/maksim-maksimov.php
2006,21-Nov-06,Roberto Marcos Garcêa,Male,Mexico,Testimonio and Alarma,Mexico,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/roberto-marcos-garcia.php
2006,15-Nov-06,Luma al-Karkhi,Female,Iraq,Al-Dustour,Iraq,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/luma-al-karkhi.php
2006,13-Nov-06,Muhammad al-Ban,Male,Iraq,Al-Sharqiya,Iraq,Television,"Broadcast, Camera Operator","Human Rights, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/muhammad-al-ban.php
2006,29-Oct-06,Naqshin Hamma Rashid,Female,Iraq,Atyaf,Iraq,Television,Broadcast,"Culture, Human Rights, Politics, Sports, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/naqshin-hamma-rashid.php
2006,27-Oct-06,Bradley Will,Male,Mexico,freelance,United States,Internet,"Camera Operator, Internet Reporter, Producer",Human Rights,Yes,Foreign,Government Officials,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2006/bradley-will.php
2006,26-Oct-06,Saed Mahdi Shlash,Male,Iraq,Rayat al-Arab,Iraq,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/saed-mahdi-shlash.php
2006,12-Oct-06,Hussein Ali,Male,Iraq,Al-Shaabiya,Iraq,Television,Technician,"Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/hussein-ali.php
2006,12-Oct-06,Ahmad Sha'ban,Male,Iraq,Al-Shaabiya,Iraq,Television,Broadcast,"Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/ahmad-shaban.php
2006,12-Oct-06,Thaker al-Shouwili,Male,Iraq,Al-Shaabiya,Iraq,Television,Broadcast,"Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/thaker-al-shouwili.php
2006,12-Oct-06,Noufel al-Shimari,Male,Iraq,Al-Shaabiya,Iraq,Television,Producer,"Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/noufel-al-shimari.php
2006,12-Oct-06,Abdul-Rahim Nasrallah al-Shimari,Male,Iraq,Al-Shaabiya,Iraq,Television,Producer,"Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/abdul-rahim-nasrallah-al-shimari.php
2006,7-Oct-06,Anna Politkovskaya,Female,Russia,Novaya Gazeta,Russia/United States,Print,Print Reporter,"Corruption, Human Rights, War",No,Local,Unknown Fire,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2006/anna-politkovskaya.php
2006,7-Oct-06,Christian Struwe,Male,Afghanistan,freelance,Germany,Radio,Broadcast,"Politics, War",No,Foreign,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/christian-struwe.php
2006,7-Oct-06,Karen Fischer,Female,Afghanistan,freelance,Germany,Radio,Broadcast,"Politics, War",Yes,Foreign,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/karen-fischer.php
2006,18-Sep-06,Ahmed Riyadh al-Karbouli,Male,Iraq,Baghdad TV,Iraq,Television,"Broadcast, Camera Operator","Human Rights, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/ahmed-riyadh-al-karbouli.php
2006,6-Sep,Ogulsapar Muradova,Female,Turkmenistan,Radio Free Europe/Radio Liberty,Turkmen,Radio,Broadcast,Human Rights,No,Local,Government Officials,Murder,Yes,Yes,Yes,"Yes
",https://www.cpj.org/killed/2006/ogulsapar-muradova.php
2006,13-Sep-06,Safa Isma'il Enad,Male,Iraq,freelance,Iraq,Print,Photographer,War,Yes,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/safa-ismail-enad.php
2006,9-Sep-06,Abdel Karim al-Rubai,Male,Iraq,Al-Sabah,Iraq,Print,Editor,War,No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/abdel-karim-al-rubai.php
2006,6-Sep-06,Mohammed Taha Mohammed Ahmed,Male,Sudan,Al-Wifaq,Sudan,Print,Editor,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Yes,Yes,Yes,"Yes
",https://www.cpj.org/killed/2006/mohammed-taha-mohammed-ahmed.php
2006,22-Aug-06,Atilano Segundo P_rez Barrios,Male,Colombia,Radio Vigêa de Todelar,Colombia,Radio,Columnist,"Corruption, Politics",No,Local,Paramilitary Group,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2006/atilano-segundo-perez.php
2006,7-Aug-06,Mohammad Abbas Mohammad,Male,Iraq,Al-Bayinnah al-Jadida,Iraq,Print,Editor,"Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/mohammad-abbas-mohammad.php
2006,7-Aug-06,Ismail Amin Ali,Male,Iraq,freelance,Iraq,Print,Columnist,"Politics, War",Yes,Local,Political Group,Murder,Yes,Yes,No,"Yes
",https://www.cpj.org/killed/2006/ismail-amin-ali.php
2006,30-Jul-06,Riyad Muhammad Ali,Male,Iraq,Talafar al-Yawm,Iraq,Print,Print Reporter,"Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/riyad-muhammad-ali.php
2006,29-Jul-06,Adel Naji al-Mansouri ,Male,Iraq,Al-Alam,Iraq,Television,Broadcast,War,No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/adel-naji-al-mansouri.php
2006,23-Jul-06,Layal Najib,Female,Lebanon,freelance,Lebanon,Print,Photographer,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2006/layal-najib.php
2006,22-Jul-06,Abdul Qodus,Male,Afghanistan,Aryana TV,Afghanistan,Television,Camera Operator,War,No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2006/abdul-qodus.php
2006,18-Jul-06,Armando Pace,Male,Philippines, DXDS,Philippine,Radio,Columnist,Politics,Yes,Local,Unknown Fire,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2006/armando-pace.php
2006,23-Jun-06,Martin Adler,Male,Somalia,freelance,Sweden,Print,Photographer,"Human Rights, Politics",Yes,Foreign,Criminal Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/martin-adler.php
2006,19-Jun-06,Maricel Vigo,Female,Philippines,DXND,Philippines,Radio,Columnist,Human Rights,Yes,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/maricel-vigo.php
2006,19-Jun-06,George Vigo,Male,Philippines,Union of Catholic Asian News,Philippines,Radio,Broadcast,"Corruption, Human Rights",Yes,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/george-vigo.php
2006,16-Jun-06,Hayatullah Khan,Male,Pakistan,freelance,Pakistan,Print,Photographer,"Corruption, War",Yes,Local,Military Officials,Murder,Yes,Yes,Yes,"Yes
",https://www.cpj.org/killed/2006/hayatullah-khan.php
2006,13-Jun-06,Ibrahim Seneid,Male,Iraq,Al-Bashara,Iraq,Print,Editor,War,No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/ibrahim-seneid.php
2006,31-May-06,Ali Jaafar,Male,Iraq,Al-Iraqiya,Iraq,Television,Broadcast,Sports,No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/ali-jaafar.php
2006,29-May-06,Paul Douglas,Male,Iraq,CBS,United Kingdom,Television,Camera Operator,War,No,Foreign,Political Group,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2006/paul-douglas.php
2006,29-May-06,James Brolan,Male,Iraq,CBS,United Kingdom,Television,Technician,War,No,Foreign,Political Group,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2006/james-brolan.php
2006,29-May-06,Munir Ahmed Sangi,Male,Pakistan,Kawish Television Network,Pakistan,Television,Camera Operator,Human Rights,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2006/munir-ahmed-sangi.php
2006,22-May-06,Fernando Batul,Male,Philippines,DZRH and DYPR,Philippines,Radio,Columnist,Corruption,Yes,Local,Government Officials,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/fernando-batul.php
2006,8-May-06,Laith al-Dulaimi,Male,Iraq,Al-Nahrain,Iraq,Television,Broadcast,War,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/2006/laith-al-dulaimi.php
2006,29-Apr-06,Herliyanto,Male,Indonesia,Radar Surabaya and Jimber News Visioner,Indonesia,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/herliyanto.php
2006,5-Apr-06,Jorge Aguirre,Male,Venezuela,Cadena Capriles (El Mundo),Venezuela,Print,Photographer,Human Rights,No,Local,Local Residents,Murder,No,No,No,"No
",https://www.cpj.org/killed/2006/jorge-aguirre.php
2006,4-Apr-06,So'oud Muzahim al-Shoumari,Male,Iraq,Al-Baghdadia,Iraq,Television,Broadcast,"Corruption, Human Rights, War",No,Local,Political Group,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/2006/sooud-muzahim-al-shoumari.php
2006,26-Mar-06,Kamal Manahi Anbar,Male,Iraq,freelance,Iraq,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2006/kamal-manahi-anbar.php
2006,20-Mar-06,Gustavo Rojas Gabalo,Male,Colombia,Radio Panzen“,Colombia,Radio,Columnist,"Corruption, Culture, Sports",No,Local,Paramilitary Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/gustavo-rojas-gabalo.php
2006,13-Mar-06,Muhsin Khudhair,Male,Iraq,Alef Ba,Iraq,Print,Editor,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/muhsin-khudhair.php
2006,11-Mar-06,Amjad Hameed,Male,Iraq,Al-Iraqiya,Iraq,Television,Producer,War,No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/amjad-hameed.php
2006,7-Mar-06,Munsuf Abdallah al-Khaldi,Male,Iraq,Baghdad TV,Iraq,Television,Broadcast,Culture,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/munsuf-abdallah-al-khaldi.php
2006,23-Feb-06,Atwar Bahjat,Female,Iraq,Al-Arabiya,Iraq,Television,Broadcast,War,No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/atwar-bahjat.php
2006,23-Feb-06,Adnan Khairallah,Male,Iraq,Wasan Productions and Al-Arabiya,Iraq,Television,Technician,War,Yes,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/adnan-khairallah.php
2006,23-Feb-06,Khaled Mahmoud al-Falahi,Male,Iraq,Wasan Productions and Al-Arabiya,Iraq,Television,Camera Operator,War,Yes,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/khaled-mahmoud-al-falahi.php
2006,2-Feb-06,Wu Xianghu,Male,China,Taizhou Wanbao,China,Print,Editor,Corruption,No,Local,Government Officials,Murder,Yes,Yes,Yes,"No
",https://www.cpj.org/killed/2006/wu-xianghu.php
2006,25-Jan-06,Mahmoud Za'al,Male,Iraq,Baghdad TV,Iraq,Television,Broadcast,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2006/mahmoud-zaal.php
2006,24-Jan-06,Subramaniyam Sugitharajah,Male,Sri Lanka,Sudar Oli,Sri Lanka,Print,Print Reporter,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2006/subramaniyam-sugitharajah.php
2006,8-Jan-06,Vagif Kochetkov,Male,Russia,Trud and Tulsky Molodoi Kommunar,Russia,Print,"Columnist, Print Reporter","Business, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/vagif-kochetkov.php
2006,6-Jan-06,Prahlad Goala,Male,India,Asomiya Khabar,India,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2006/prahlad-goala.php
2005,12-Dec-05,Gebran Tueni,Male,Lebanon,Al-Nahar,Lebanon,Print,Columnist,Politics,No,Local,Government Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2005/gebran-tueni.php
2005,17-Nov-05,Gautam Das,Male,Bangladesh,Samakal,Bangladesh,Print,Print Reporter,"Corruption, Crime, Politics",No,Local,Government Officials,Murder,Partial,No,No,"No
",https://www.cpj.org/killed/2005/gautam-das.php
2005,7-Nov-05,Ahmed Hussein Al-Maliki,Male,Iraq,Talafar al-Yawm,Iraq,Print,Editor,Politics,No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2005/ahmed-hussein-al-maliki.php
2005,19-Oct-05,Mohammed Haroon,Male,Iraq,Al-Kadiya,Iraq,Print,Editor,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2005/mohammed-haroon.php
2005,4-Oct-05,Maheshwar Pahari,Male,Nepal,Rastriya Swabhiman,Nepal,Print,Print Reporter,"Politics, War",No,Local,Government Officials,Dangerous Assignment,,Yes,No,"No
",https://www.cpj.org/killed/2005/maheshwar-pahari.php
2005,20-Sep-05,Firas Maadidi,Male,Iraq,As-Saffir and Al-Masar,Iraq,Print,Editor,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2005/firas-maadidi.php
2005,19-Sep-05,Fakher Haider,Male,Iraq,The New York Times,Iraq,Print,Print Reporter,"Corruption, War",Yes,Local,Political Group,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/2005/fakher-haider.php
2005,17-Sep-05,Hind Ismail,Female,Iraq,As-Saffir,Iraq,Print,Print Reporter,"Politics, War",No,Local,Political Group,Murder,Yes,Yes,No,"Yes
",https://www.cpj.org/killed/2005/hind-ismail.php
2005,28-Aug-05,Waleed Khaled,Male,Iraq,Reuters,Iraq,Television,Technician,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2005/waleed-khaled.php
2005,27-Aug-05,Rafed Mahmoud Said al-Anbagy,Male,Iraq,Diyala TV and Radio,Iraq,Television,"Broadcast, Producer","Culture, Sports, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2005/rafed-mahmoud-said-al-anbagy.php
2005,12-Aug-05,Relangi Selvarajah,Female,Sri Lanka,Sri Lanka Rupavahini Corp.,Sri Lanka,Radio,Columnist,"Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2005/relangi-selvarajah.php
2005,3-Aug-05,Steven Vincent,Male,Iraq,freelance,United States,Print,Print Reporter,"Corruption, Crime, War",Yes,Foreign,Criminal Group,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/2005/steven-vincent.php
2005,28-Jul-05,Harry Yansaneh,Male,Sierra Leone,For Di People,Sierra Leone,Print,"Columnist, Editor",Politics,No,Local,Government Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2005/harry-yansaneh.php
2005,23-Jul-05,Adnan al-Bayati,Male,Iraq,TG3,Iraq,Television,Producer,War,Yes,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2005/adnan-al-bayati.php
2005,3-Jul-05,"Rolando ""Dodong"" Morales",Male,Philippines,DXMD,Philippines,Radio,Columnist,Crime,No,Local,Criminal Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2005/rolando-dodong-morales.php
2005,1-Jul-05,Jos_ C_ndido de Amorim Filho ,Male,Brazil,Rödio Alternativa,Brazil,Radio,Broadcast,"Corruption, Politics",No,Local,Government Officials,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2005/jose-candido-de-amorim-filho.php
2005,1-Jul-05,Khaled al-Attar,Male,Iraq,Al-Iraqiya,Iraq,Television,"Columnist, Producer",War,No,Local,Political Group,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/2005/khaled-al-attar.php
2005,28-Jun-05,Ahmed Wael Bakri,Male,Iraq,Al-Sharqiyah,Iraq,Television,Producer,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2005/ahmed-wael-bakri.php
2005,28-Jun-05,Magomedzagid Varisov,Male,Russia,Novoye Delo,Russia,Print,Print Reporter,"Politics, War",No,Local,Military Officials,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2005/magomedzagid-varisov.php
2005,25-Jun-05,Bardhyl Ajeti,Male,Republic of Serbia,Bota Sot,Serbia/Montenegro,Print,"Columnist, Print Reporter",Politics,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2005/bardhyl-ajeti.php
2005,25-Jun-05,Maha Ibrahim,Female,Iraq,Baghdad TV,Iraq,Television,Producer,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2005/maha-ibrahim.php
2005,5-Jun-05,Duniya Muhyadin Nur,Female,Somalia,Capital Voice,Somalia,Radio,Broadcast,Human Rights,No,Local,Local Residents,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2005/duniya-muhyadin-nur.php
2005,2-Jun-05,Samir Qassir,Male,Lebanon,Al-Nahar,Lebanon,Print,Columnist,Politics,No,Local,Government Officials,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2005/samir-qassir.php
2005,2-Jun-05,Daif al-Gahzal al-Shuhaibi,Male,Libya,freelance,Libya,Internet,Internet Reporter,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/2005/daif-al-gahzal-al-shuhaibi.php
2005,31-May-05,Jerges Mahmood Mohamad Suleiman,Male,Iraq,Nineveh TV,Iraq,Television,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2005/jerges-mahmood-mohamad-suleiman.php
2005,21-May-05,Pavel Makeev,Male,Russia,Puls,Russia,Television,Camera Operator,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2005/pavel-makeev.php
2005,15-May-05,Ahmed Adam,Male,Iraq,Al-Mada,Iraq,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2005/ahmed-adam.php
2005,15-May-05,Najem Abed Khudair,Male,Iraq,Al-Mada,Iraq,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2005/najem-abed-khudair.php
2005,10-May-05,Philip Agustin,Male,Philippines,Starline Times Recorder,Philippines,Print,Editor,"Corruption, Crime",No,Local,Government Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2005/philip-agustin.php
2005,4-May-05,Klein Cantoneros,Male,Philippines,DXAA-FM,Philippines,Radio,Columnist,"Corruption, Crime",Yes,Local,Government Officials,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2005/klein-cantoneros.php
2005,29-Apr-05,Dharmeratnam Sivaram,Male,Sri Lanka,TamilNet and Daily Mirror,Sri Lanka,"Print, Internet",Columnist,"Politics, War",No,Local,Government Officials,Murder,Yes,Yes,Yes,"No
",https://www.cpj.org/killed/2005/dharmeratnam-sivaram.php
2005,23-Apr-05,Saleh Ibrahim,Male,Iraq,Associated Press Television News,Iraq,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2005/saleh-ibrahim.php
2005,19-Apr-05,Julio Augusto Garcêa Romero,Male,Ecuador,La Bocina and Punto de Vista,Ecuador,Print,Photographer,"Human Rights, Politics",No,Local,Military Officials,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2005/julio-augusto-garcia-romero.php
2005,"mid-April, 2005",Ahmed al-Rubai'i,Male,Iraq,Al-Sabah,Iraq,Print,Editor,War,No,Local,Criminal Group,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/2005/ahmed-al-rubaii.php
2005,16-Apr-05,Dolores Guadalupe Garcêa Escamilla,Female,Mexico,Stereo 91,Mexico,Radio,Broadcast,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2005/dolores-guadalupe-garcia-escamilla.php
2005,15-Apr-05,Saman Abdullah Izzedine,Male,Iraq,Kirkuk TV,Iraq,Television,Broadcast,War,No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2005/saman-abdullah-izzedine.php
2005,14-Apr-05,Fadhil Hazem Fadhil,Male,Iraq,Al-Hurriya,Iraq,Television,Broadcast,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2005/fadhil-hazem-fadhil.php
2005,14-Apr-05,Ali Ibrahim Issa,Male,Iraq,Al-Hurriya,Iraq,Television,Broadcast,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2005/ali-ibrahim-issa.php
2005,4-Apr-05,Robenson Laraque,Male,Haiti,Tele Contact,Haiti,Radio,Broadcast,War,No,Local,Military Officials,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2005/robenson-laraque.php
2005,1-Apr-05,Ahmed Jabbar Hashim,Male,Iraq,Al-Sabah,Iraq,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/2005/robenson-laraque.php
2005,24-Mar-05,Marlene Garcia-Esperat,Female,Philippines,Midland News and DXKR,Philippines,Print,Columnist,Corruption,No,Local,Government Officials,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2005/marlene-garcia-esperat.php
2005,14-Mar-05,Hussam Sarsam,Male,Iraq,Kurdistan TV,Iraq,Television,Camera Operator,War,No,Local,Political Group,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/2005/hussam-sarsam.php
2005,2-Mar-05,Elmar Huseynov,Male,Azerbaijan,Monitor,Azerbaijan,Print,Editor,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2005/elmar-huseynov.php
2005,25-Feb-05,Raeda Wazzan,Female,Iraq,Al-Iraqiya,Iraq,Television,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,Yes,Yes,"No
",https://www.cpj.org/killed/2005/raeda-wazzan.php
2005,19-Feb-05,Rafael Enrique Prins Velösquez,Male,Colombia,Apocalipsis,Colombia,Print,"Print Reporter, Publisher","Corruption, Crime, Politics",No,Local,Government Officials,Murder,Partial,No,No,"No
",https://www.cpj.org/killed/2005/rafael-enrique-prins-velasquez.php
2005,11-Feb-05,Sheikh Belaluddin,Male,Bangladesh,Sangram,Bangladesh,Print,Print Reporter,unknown,No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2005/sheikh-belaluddin.php
2005,9-Feb-05,Kate Peyton,Female,Somalia,BBC,United Kingdom,Television,Producer,"Politics, War",No,Foreign,Criminal Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2005/kate-peyton.php
2005,7-Feb-05,Allah Noor,Male,Pakistan,Khyber TV,Pakistan,Print,Photographer,War,Yes,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2005/allah-noor.php
2005,7-Feb-05,Amir Nowab,Male,Pakistan,Associated Press Television News and Frontier Post,Pakistan,Television,Broadcast,War,Yes,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2005/amir-nowab-or-mir-nawab.php
2005,11-Jan-05,Julio Hernando Palacios Sönchez,Male,Colombia,Radio Lemas,Colombia,Radio,Broadcast,Corruption,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2005/julio-hernando-palacios-sanchez.php
2004,16-Dec-04,Deyda Hydara,Male,Gambia,The Point,"Gambia, The",Print,Editor,unknown,No,Local,Government Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2004/deyda-hydara.php
2004,11-Dec-04,Lanka Jayasundara,Male,Sri Lanka,Wijeya Publications,Sri Lanka,Print,Print Reporter,"Culture, Sports",No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2004/lanka-jayasundara.php
2004,28-Nov-04,Gregorio Rodrêguez Hernöndez,Male,Mexico,El Debate,Mexico,Print,Photographer,"Crime, Sports",No,Local,Criminal Group,Murder,Partial,No,No,"No
",https://www.cpj.org/killed/2004/gregorio-rodriguez-hernandez.php
2004,13-Nov-04,Herson Hinolan,Male,Philippines,Bombo Radyo,Philippines,Radio,Broadcast,"Corruption, Crime",No,Local,Criminal Group,Murder,Partial,No,No,"No
",https://www.cpj.org/killed/2004/herson-hinolan.php
2004,12-Nov-04,Gene Boyd Lumawag,Male,Philippines,MindaNews,Philippines,Print,Photographer,"Corruption, Politics",No,Local,Criminal Group,Murder,Partial,No,No,"No
",https://www.cpj.org/killed/2004/gene-boyd-lumawag.php
